trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_011.jpg,indoor_001.jpg,size,small,img_left,size_small_L
2,urban_005.jpg,indoor_009.jpg,size,big,img_right,size_big_R
3,nature_001.jpg,indoor_001.jpg,size,small,img_left,size_small_L
4,urban_001.jpg,nature_002.jpg,size,big,img_left,size_big_L
5,indoor_008.jpg,nature_008.jpg,none,none,img_right,baseline_indoor-nature_R
6,indoor_004.jpg,urban_004.jpg,none,none,img_right,baseline_indoor-urban_L
7,indoor_005.jpg,urban_009.jpg,size,big,img_right,size_big_R
8,nature_003.jpg,urban_002.jpg,background,dominant,img_left,background_dominant_L
9,urban_007.jpg,nature_007.jpg,none,none,img_right,baseline_urban-nature_R
10,nature_007.jpg,indoor_007.jpg,none,none,img_left,baseline_nature-indoor_L
11,urban_012.jpg,nature_008.jpg,size,big,img_left,size_big_L
12,indoor_012.jpg,nature_011.jpg,background,dominant,img_left,background_dominant_L
13,nature_011.jpg,urban_012.jpg,background,dominant,img_right,background_dominant_R
14,nature_004.jpg,urban_009.jpg,background,contrary,img_left,background_contrary_L
15,indoor_012.jpg,nature_008.jpg,size,big,img_left,size_big_L
16,urban_011.jpg,indoor_015.jpg,size,big,img_right,size_big_R
17,nature_004.jpg,urban_011.jpg,form,asymmetrical,img_right,form_asymmetrical_R
18,urban_009.jpg,indoor_009.jpg,background,contrary,img_right,background_contrary_R
19,nature_003.jpg,urban_003.jpg,background,contrary,img_left,background_contrary_L
20,urban_010.jpg,indoor_010.jpg,size,small,img_left,size_small_L
21,indoor_013.jpg,nature_003.jpg,size,small,img_right,size_small_R
22,nature_014.jpg,urban_008.jpg,background,dominant,img_left,background_dominant_L
23,indoor_009.jpg,urban_006.jpg,form,symmetrical,img_left,form_symmetrical_L
24,nature_013.jpg,indoor_013.jpg,size,small,img_right,size_small_R
25,indoor_006.jpg,urban_009.jpg,form,symmetrical,img_right,form_symmetrical_R
26,indoor_001.jpg,nature_001.jpg,size,small,img_left,size_small_L
27,indoor_004.jpg,urban_007.jpg,form,asymmetrical,img_left,form_asymmetrical_L
28,indoor_003.jpg,nature_013.jpg,size,small,img_left,size_small_L
29,indoor_005.jpg,urban_014.jpg,size,big,img_right,size_big_R
30,nature_001.jpg,indoor_002.jpg,size,big,img_left,size_big_L
31,urban_002.jpg,nature_013.jpg,background,dominant,img_right,background_dominant_R
32,urban_004.jpg,nature_004.jpg,none,none,img_left,baseline_urban-nature_R
33,indoor_009.jpg,urban_009.jpg,none,none,img_right,baseline_indoor-urban_L
34,indoor_013.jpg,nature_014.jpg,size,big,img_left,size_big_L
35,indoor_010.jpg,nature_010.jpg,none,none,img_left,baseline_indoor-nature_R
36,nature_002.jpg,urban_001.jpg,size,big,img_right,size_big_R
37,urban_002.jpg,indoor_013.jpg,background,dominant,img_right,background_dominant_R
38,nature_009.jpg,urban_008.jpg,background,dominant,img_left,background_dominant_L
39,indoor_006.jpg,urban_014.jpg,form,symmetrical,img_right,form_symmetrical_R
40,indoor_006.jpg,nature_006.jpg,background,contrary,img_right,background_contrary_R
41,indoor_012.jpg,nature_007.jpg,background,contrary,img_right,background_contrary_R
42,indoor_002.jpg,nature_011.jpg,background,dominant,img_left,background_dominant_L
43,urban_011.jpg,nature_010.jpg,size,big,img_right,size_big_R
44,indoor_005.jpg,urban_013.jpg,form,asymmetrical,img_left,form_asymmetrical_L
45,indoor_011.jpg,urban_010.jpg,size,big,img_right,size_big_R
46,urban_008.jpg,indoor_004.jpg,background,dominant,img_right,background_dominant_R
47,nature_013.jpg,indoor_008.jpg,size,small,img_right,size_small_R
48,urban_011.jpg,nature_006.jpg,background,contrary,img_left,background_contrary_L
49,indoor_007.jpg,nature_007.jpg,size,small,img_left,size_small_L
50,urban_006.jpg,nature_003.jpg,form,symmetrical,img_left,form_symmetrical_L
51,urban_002.jpg,nature_008.jpg,size,big,img_left,size_big_L
52,nature_001.jpg,indoor_001.jpg,size,small,img_right,size_small_R
53,nature_004.jpg,indoor_001.jpg,form,asymmetrical,img_right,form_asymmetrical_R
54,urban_012.jpg,nature_012.jpg,none,none,img_right,baseline_urban-nature_R
55,urban_002.jpg,nature_009.jpg,form,symmetrical,img_left,form_symmetrical_L
56,urban_003.jpg,indoor_001.jpg,form,asymmetrical,img_left,form_asymmetrical_L
57,indoor_007.jpg,urban_004.jpg,form,asymmetrical,img_right,form_asymmetrical_R
58,urban_006.jpg,nature_006.jpg,background,contrary,img_left,background_contrary_L
59,indoor_008.jpg,urban_014.jpg,background,dominant,img_right,background_dominant_R
60,nature_006.jpg,indoor_006.jpg,background,contrary,img_right,background_contrary_R
61,indoor_010.jpg,nature_012.jpg,form,asymmetrical,img_right,form_asymmetrical_R
62,indoor_004.jpg,urban_004.jpg,size,small,img_left,size_small_L
63,indoor_001.jpg,nature_001.jpg,none,none,img_left,baseline_indoor-nature_R
