trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_004.jpg,indoor_011.jpg,form,asymmetrical,img_right,form_asymmetrical_R
2,urban_004.jpg,nature_009.jpg,size,small,img_right,size_small_R
3,nature_001.jpg,indoor_003.jpg,form,symmetrical,img_left,form_symmetrical_L
4,urban_012.jpg,nature_011.jpg,background,dominant,img_left,background_dominant_L
5,indoor_004.jpg,urban_009.jpg,background,contrary,img_left,background_contrary_L
6,nature_013.jpg,urban_001.jpg,form,asymmetrical,img_left,form_asymmetrical_L
7,nature_005.jpg,urban_011.jpg,background,dominant,img_right,background_dominant_R
8,indoor_008.jpg,nature_007.jpg,size,big,img_right,size_big_R
9,urban_012.jpg,nature_012.jpg,background,contrary,img_left,background_contrary_L
10,indoor_010.jpg,urban_015.jpg,background,contrary,img_left,background_contrary_L
11,indoor_002.jpg,nature_001.jpg,size,big,img_right,size_big_R
12,nature_002.jpg,indoor_009.jpg,form,symmetrical,img_left,form_symmetrical_L
13,indoor_005.jpg,urban_014.jpg,background,dominant,img_left,background_dominant_L
14,nature_009.jpg,urban_007.jpg,form,symmetrical,img_right,form_symmetrical_R
15,urban_013.jpg,nature_015.jpg,form,asymmetrical,img_right,form_asymmetrical_R
16,urban_009.jpg,indoor_008.jpg,background,dominant,img_left,background_dominant_L
17,indoor_001.jpg,nature_002.jpg,size,big,img_left,size_big_L
18,urban_008.jpg,nature_014.jpg,size,big,img_left,size_big_L
19,nature_004.jpg,urban_001.jpg,form,asymmetrical,img_right,form_asymmetrical_R
20,nature_007.jpg,indoor_012.jpg,background,contrary,img_left,background_contrary_L
21,nature_001.jpg,indoor_005.jpg,background,dominant,img_left,background_dominant_L
22,indoor_002.jpg,nature_010.jpg,form,asymmetrical,img_left,form_asymmetrical_L
23,urban_009.jpg,indoor_005.jpg,size,big,img_left,size_big_L
24,nature_012.jpg,indoor_007.jpg,background,contrary,img_right,background_contrary_R
25,urban_001.jpg,indoor_013.jpg,form,asymmetrical,img_right,form_asymmetrical_R
26,indoor_002.jpg,urban_003.jpg,background,dominant,img_right,background_dominant_R
27,indoor_014.jpg,urban_007.jpg,form,asymmetrical,img_left,form_asymmetrical_L
28,urban_004.jpg,indoor_004.jpg,none,none,img_right,baseline_urban-indoor_R
29,indoor_005.jpg,nature_011.jpg,background,dominant,img_right,background_dominant_R
30,indoor_004.jpg,urban_008.jpg,background,dominant,img_left,background_dominant_L
31,urban_001.jpg,nature_001.jpg,none,none,img_right,baseline_urban-nature_R
32,nature_008.jpg,urban_007.jpg,size,big,img_right,size_big_R
33,indoor_009.jpg,urban_014.jpg,background,contrary,img_right,background_contrary_R
34,nature_008.jpg,indoor_014.jpg,size,big,img_left,size_big_L
35,urban_012.jpg,nature_009.jpg,form,symmetrical,img_left,form_symmetrical_L
36,indoor_014.jpg,urban_005.jpg,background,dominant,img_right,background_dominant_R
37,urban_007.jpg,nature_011.jpg,background,dominant,img_left,background_dominant_L
38,urban_013.jpg,indoor_013.jpg,none,none,img_left,baseline_urban-indoor_R
39,urban_002.jpg,indoor_002.jpg,none,none,img_left,baseline_urban-indoor_R
40,indoor_013.jpg,nature_015.jpg,form,symmetrical,img_left,form_symmetrical_L
41,indoor_014.jpg,urban_010.jpg,background,dominant,img_right,background_dominant_R
42,nature_013.jpg,indoor_013.jpg,none,none,img_left,baseline_nature-indoor_L
43,nature_015.jpg,urban_010.jpg,size,small,img_left,size_small_L
44,indoor_007.jpg,nature_007.jpg,none,none,img_left,baseline_indoor-nature_R
45,nature_003.jpg,indoor_013.jpg,size,small,img_left,size_small_L
46,indoor_009.jpg,urban_009.jpg,background,contrary,img_left,background_contrary_L
47,indoor_007.jpg,urban_014.jpg,form,asymmetrical,img_right,form_asymmetrical_R
48,nature_001.jpg,urban_001.jpg,size,small,img_right,size_small_R
49,nature_007.jpg,urban_007.jpg,size,small,img_right,size_small_R
50,indoor_010.jpg,urban_010.jpg,size,small,img_left,size_small_L
51,nature_009.jpg,urban_005.jpg,size,big,img_left,size_big_L
52,urban_012.jpg,nature_010.jpg,form,asymmetrical,img_left,form_asymmetrical_L
53,urban_014.jpg,indoor_008.jpg,background,dominant,img_left,background_dominant_L
54,urban_006.jpg,indoor_006.jpg,none,none,img_right,baseline_urban-indoor_R
55,nature_007.jpg,urban_007.jpg,none,none,img_left,baseline_nature-urban_L
56,nature_009.jpg,urban_007.jpg,form,asymmetrical,img_left,form_asymmetrical_L
57,nature_007.jpg,indoor_011.jpg,background,dominant,img_left,background_dominant_L
58,nature_011.jpg,indoor_005.jpg,background,dominant,img_left,background_dominant_L
59,urban_003.jpg,nature_008.jpg,background,contrary,img_right,background_contrary_R
60,indoor_008.jpg,urban_008.jpg,none,none,img_right,baseline_indoor-urban_L
61,indoor_004.jpg,urban_009.jpg,size,small,img_right,size_small_R
62,nature_010.jpg,indoor_002.jpg,form,asymmetrical,img_right,form_asymmetrical_R
63,indoor_002.jpg,nature_008.jpg,size,big,img_left,size_big_L
