trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_011.jpg,indoor_004.jpg,form,asymmetrical,img_left,form_asymmetrical_L
2,urban_004.jpg,indoor_014.jpg,size,small,img_right,size_small_R
3,urban_007.jpg,nature_008.jpg,size,big,img_left,size_big_L
4,nature_014.jpg,urban_004.jpg,size,small,img_left,size_small_L
5,indoor_015.jpg,urban_010.jpg,background,contrary,img_right,background_contrary_R
6,nature_005.jpg,urban_005.jpg,none,none,img_right,baseline_nature-urban_L
7,urban_004.jpg,indoor_009.jpg,background,contrary,img_left,background_contrary_L
8,urban_008.jpg,nature_014.jpg,background,dominant,img_right,background_dominant_R
9,indoor_010.jpg,urban_015.jpg,size,small,img_right,size_small_R
10,nature_010.jpg,indoor_010.jpg,none,none,img_right,baseline_nature-indoor_L
11,urban_013.jpg,nature_015.jpg,form,symmetrical,img_left,form_symmetrical_L
12,urban_004.jpg,indoor_004.jpg,size,small,img_right,size_small_R
13,indoor_013.jpg,urban_013.jpg,none,none,img_right,baseline_indoor-urban_L
14,urban_001.jpg,nature_006.jpg,background,contrary,img_left,background_contrary_L
15,nature_012.jpg,indoor_012.jpg,none,none,img_right,baseline_nature-indoor_L
16,urban_002.jpg,nature_011.jpg,background,dominant,img_left,background_dominant_L
17,nature_015.jpg,urban_013.jpg,form,asymmetrical,img_left,form_asymmetrical_L
18,urban_011.jpg,nature_011.jpg,none,none,img_right,baseline_urban-nature_R
19,nature_002.jpg,indoor_011.jpg,size,big,img_right,size_big_R
20,indoor_007.jpg,urban_007.jpg,none,none,img_left,baseline_indoor-urban_L
21,urban_013.jpg,indoor_010.jpg,form,asymmetrical,img_right,form_asymmetrical_R
22,urban_013.jpg,indoor_003.jpg,background,contrary,img_left,background_contrary_L
23,indoor_009.jpg,urban_004.jpg,size,small,img_left,size_small_L
24,indoor_010.jpg,urban_010.jpg,size,small,img_right,size_small_R
25,indoor_012.jpg,nature_009.jpg,form,symmetrical,img_left,form_symmetrical_L
26,urban_010.jpg,indoor_010.jpg,size,small,img_right,size_small_R
27,urban_010.jpg,indoor_011.jpg,size,big,img_left,size_big_L
28,nature_015.jpg,indoor_015.jpg,none,none,img_left,baseline_nature-indoor_L
29,nature_009.jpg,urban_012.jpg,form,symmetrical,img_right,form_symmetrical_R
30,nature_006.jpg,indoor_003.jpg,form,symmetrical,img_left,form_symmetrical_L
31,nature_008.jpg,indoor_012.jpg,size,big,img_right,size_big_R
32,nature_007.jpg,indoor_002.jpg,size,small,img_right,size_small_R
33,nature_007.jpg,indoor_008.jpg,size,big,img_left,size_big_L
34,urban_014.jpg,indoor_014.jpg,none,none,img_right,baseline_urban-indoor_R
35,indoor_001.jpg,nature_005.jpg,background,dominant,img_left,background_dominant_L
36,indoor_014.jpg,urban_008.jpg,background,dominant,img_left,background_dominant_L
37,urban_015.jpg,indoor_014.jpg,background,dominant,img_left,background_dominant_L
38,indoor_002.jpg,nature_006.jpg,size,big,img_right,size_big_R
39,indoor_015.jpg,urban_010.jpg,size,small,img_left,size_small_L
40,urban_003.jpg,indoor_013.jpg,background,contrary,img_right,background_contrary_R
41,urban_007.jpg,nature_009.jpg,form,symmetrical,img_left,form_symmetrical_L
42,indoor_007.jpg,nature_009.jpg,form,symmetrical,img_left,form_symmetrical_L
43,nature_003.jpg,urban_001.jpg,form,asymmetrical,img_left,form_asymmetrical_L
44,indoor_005.jpg,urban_011.jpg,size,big,img_left,size_big_L
45,urban_015.jpg,indoor_015.jpg,none,none,img_right,baseline_urban-indoor_R
46,nature_014.jpg,urban_005.jpg,size,big,img_left,size_big_L
47,urban_006.jpg,indoor_014.jpg,form,symmetrical,img_right,form_symmetrical_R
48,urban_007.jpg,nature_010.jpg,form,asymmetrical,img_left,form_asymmetrical_L
49,indoor_006.jpg,nature_002.jpg,size,big,img_left,size_big_L
50,indoor_012.jpg,urban_005.jpg,form,symmetrical,img_right,form_symmetrical_R
51,urban_013.jpg,nature_010.jpg,form,asymmetrical,img_right,form_asymmetrical_R
52,indoor_014.jpg,nature_013.jpg,size,big,img_right,size_big_R
53,urban_009.jpg,nature_009.jpg,none,none,img_left,baseline_urban-nature_R
54,indoor_003.jpg,nature_011.jpg,form,symmetrical,img_right,form_symmetrical_R
55,nature_013.jpg,indoor_015.jpg,form,symmetrical,img_left,form_symmetrical_L
56,indoor_007.jpg,nature_010.jpg,form,asymmetrical,img_left,form_asymmetrical_L
57,urban_010.jpg,nature_010.jpg,none,none,img_left,baseline_urban-nature_R
58,nature_009.jpg,indoor_002.jpg,form,symmetrical,img_right,form_symmetrical_R
59,nature_014.jpg,indoor_013.jpg,size,big,img_right,size_big_R
60,urban_001.jpg,nature_013.jpg,form,asymmetrical,img_right,form_asymmetrical_R
61,nature_006.jpg,indoor_006.jpg,none,none,img_right,baseline_nature-indoor_L
62,indoor_003.jpg,urban_013.jpg,background,contrary,img_right,background_contrary_R
63,nature_014.jpg,urban_003.jpg,size,big,img_right,size_big_R
