trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,urban_004.jpg,nature_004.jpg,size,small,img_right,size_small_R
2,indoor_014.jpg,urban_015.jpg,background,dominant,img_right,background_dominant_R
3,urban_001.jpg,nature_004.jpg,form,asymmetrical,img_left,form_asymmetrical_L
4,indoor_006.jpg,nature_006.jpg,none,none,img_right,baseline_indoor-nature_R
5,indoor_004.jpg,urban_014.jpg,size,small,img_right,size_small_R
6,urban_009.jpg,indoor_009.jpg,none,none,img_left,baseline_urban-indoor_R
7,nature_010.jpg,urban_014.jpg,background,dominant,img_left,background_dominant_L
8,indoor_007.jpg,urban_009.jpg,form,asymmetrical,img_right,form_asymmetrical_R
9,indoor_015.jpg,urban_015.jpg,background,contrary,img_right,background_contrary_R
10,nature_006.jpg,urban_006.jpg,background,contrary,img_right,background_contrary_R
11,urban_002.jpg,nature_003.jpg,background,dominant,img_right,background_dominant_R
12,indoor_001.jpg,urban_003.jpg,form,asymmetrical,img_right,form_asymmetrical_R
13,urban_001.jpg,nature_008.jpg,form,asymmetrical,img_right,form_asymmetrical_R
14,nature_005.jpg,indoor_011.jpg,background,dominant,img_right,background_dominant_R
15,nature_003.jpg,urban_003.jpg,none,none,img_right,baseline_nature-urban_L
16,urban_003.jpg,nature_014.jpg,size,big,img_left,size_big_L
17,nature_009.jpg,indoor_009.jpg,none,none,img_right,baseline_nature-indoor_L
18,urban_012.jpg,nature_010.jpg,form,symmetrical,img_right,form_symmetrical_R
19,indoor_008.jpg,urban_002.jpg,background,dominant,img_left,background_dominant_L
20,urban_009.jpg,nature_004.jpg,background,contrary,img_right,background_contrary_R
21,nature_006.jpg,urban_001.jpg,background,contrary,img_right,background_contrary_R
22,nature_010.jpg,urban_010.jpg,none,none,img_right,baseline_nature-urban_L
23,nature_002.jpg,indoor_001.jpg,size,big,img_right,size_big_R
24,nature_010.jpg,urban_011.jpg,size,big,img_left,size_big_L
25,indoor_001.jpg,urban_001.jpg,none,none,img_right,baseline_indoor-urban_L
26,indoor_015.jpg,nature_015.jpg,none,none,img_right,baseline_indoor-nature_R
27,indoor_006.jpg,urban_006.jpg,none,none,img_right,baseline_indoor-urban_L
28,nature_011.jpg,indoor_007.jpg,background,dominant,img_right,background_dominant_R
29,urban_011.jpg,nature_001.jpg,size,small,img_left,size_small_L
30,nature_011.jpg,urban_002.jpg,background,dominant,img_right,background_dominant_R
31,indoor_014.jpg,urban_006.jpg,form,symmetrical,img_left,form_symmetrical_L
32,nature_012.jpg,urban_007.jpg,background,contrary,img_right,background_contrary_R
33,urban_006.jpg,nature_005.jpg,background,dominant,img_left,background_dominant_L
34,indoor_011.jpg,urban_011.jpg,none,none,img_right,baseline_indoor-urban_L
35,nature_004.jpg,indoor_004.jpg,none,none,img_right,baseline_nature-indoor_L
36,nature_008.jpg,urban_002.jpg,size,big,img_right,size_big_R
37,nature_001.jpg,urban_001.jpg,none,none,img_right,baseline_nature-urban_L
38,urban_014.jpg,indoor_009.jpg,background,contrary,img_left,background_contrary_L
39,urban_008.jpg,indoor_014.jpg,background,dominant,img_right,background_dominant_R
40,urban_010.jpg,indoor_015.jpg,size,small,img_right,size_small_R
41,indoor_009.jpg,nature_007.jpg,form,symmetrical,img_right,form_symmetrical_R
42,urban_004.jpg,indoor_009.jpg,size,small,img_right,size_small_R
43,urban_008.jpg,indoor_009.jpg,background,dominant,img_right,background_dominant_R
44,urban_015.jpg,indoor_010.jpg,size,small,img_left,size_small_L
45,indoor_005.jpg,urban_005.jpg,none,none,img_right,baseline_indoor-urban_L
46,urban_010.jpg,indoor_005.jpg,size,small,img_right,size_small_R
47,nature_010.jpg,urban_013.jpg,form,asymmetrical,img_left,form_asymmetrical_L
48,urban_011.jpg,indoor_005.jpg,size,big,img_right,size_big_R
49,urban_010.jpg,indoor_012.jpg,form,symmetrical,img_left,form_symmetrical_L
50,indoor_011.jpg,nature_004.jpg,form,asymmetrical,img_left,form_asymmetrical_L
51,indoor_012.jpg,urban_010.jpg,form,symmetrical,img_right,form_symmetrical_R
52,indoor_011.jpg,nature_001.jpg,size,small,img_left,size_small_L
53,urban_001.jpg,nature_001.jpg,size,small,img_left,size_small_L
54,nature_005.jpg,urban_015.jpg,background,contrary,img_left,background_contrary_L
55,indoor_004.jpg,nature_011.jpg,form,asymmetrical,img_right,form_asymmetrical_R
56,urban_002.jpg,nature_002.jpg,none,none,img_left,baseline_urban-nature_R
57,indoor_003.jpg,urban_001.jpg,form,asymmetrical,img_left,form_asymmetrical_L
58,urban_013.jpg,nature_005.jpg,form,asymmetrical,img_right,form_asymmetrical_R
59,indoor_004.jpg,urban_004.jpg,size,small,img_right,size_small_R
60,nature_015.jpg,indoor_013.jpg,form,symmetrical,img_right,form_symmetrical_R
61,urban_002.jpg,nature_008.jpg,background,dominant,img_right,background_dominant_R
62,nature_009.jpg,indoor_007.jpg,form,symmetrical,img_right,form_symmetrical_R
63,urban_011.jpg,nature_005.jpg,size,big,img_right,size_big_R
