trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_008.jpg,urban_003.jpg,background,contrary,img_left,background_contrary_L
2,indoor_005.jpg,urban_015.jpg,background,contrary,img_left,background_contrary_L
3,nature_012.jpg,indoor_012.jpg,background,contrary,img_left,background_contrary_L
4,nature_012.jpg,urban_002.jpg,background,contrary,img_right,background_contrary_R
5,indoor_004.jpg,nature_006.jpg,form,asymmetrical,img_right,form_asymmetrical_R
6,indoor_009.jpg,urban_009.jpg,background,contrary,img_right,background_contrary_R
7,nature_012.jpg,indoor_008.jpg,size,big,img_left,size_big_L
8,nature_015.jpg,urban_011.jpg,size,big,img_left,size_big_L
9,urban_006.jpg,nature_006.jpg,none,none,img_right,baseline_urban-nature_R
10,nature_008.jpg,indoor_007.jpg,size,big,img_right,size_big_R
11,nature_002.jpg,indoor_008.jpg,size,big,img_left,size_big_L
12,urban_012.jpg,nature_015.jpg,form,symmetrical,img_right,form_symmetrical_R
13,nature_013.jpg,indoor_014.jpg,size,big,img_left,size_big_L
14,urban_002.jpg,indoor_003.jpg,background,dominant,img_right,background_dominant_R
15,nature_015.jpg,urban_015.jpg,none,none,img_right,baseline_nature-urban_L
16,urban_009.jpg,indoor_009.jpg,background,contrary,img_left,background_contrary_L
17,nature_005.jpg,indoor_006.jpg,background,dominant,img_right,background_dominant_R
18,nature_005.jpg,urban_014.jpg,background,dominant,img_left,background_dominant_L
19,urban_013.jpg,indoor_005.jpg,form,asymmetrical,img_right,form_asymmetrical_R
20,urban_005.jpg,nature_014.jpg,size,big,img_right,size_big_R
21,indoor_011.jpg,nature_005.jpg,background,dominant,img_left,background_dominant_L
22,urban_003.jpg,nature_003.jpg,none,none,img_right,baseline_urban-nature_R
23,nature_003.jpg,indoor_015.jpg,form,symmetrical,img_left,form_symmetrical_L
24,urban_008.jpg,nature_015.jpg,form,symmetrical,img_left,form_symmetrical_L
25,nature_003.jpg,indoor_014.jpg,size,big,img_left,size_big_L
26,urban_014.jpg,indoor_015.jpg,background,dominant,img_right,background_dominant_R
27,urban_009.jpg,indoor_014.jpg,background,contrary,img_right,background_contrary_R
28,nature_003.jpg,indoor_001.jpg,form,symmetrical,img_right,form_symmetrical_R
29,nature_007.jpg,urban_002.jpg,size,small,img_right,size_small_R
30,urban_014.jpg,indoor_010.jpg,background,dominant,img_right,background_dominant_R
31,urban_007.jpg,indoor_014.jpg,form,asymmetrical,img_right,form_asymmetrical_R
32,indoor_006.jpg,nature_006.jpg,background,contrary,img_left,background_contrary_L
33,nature_013.jpg,urban_002.jpg,background,dominant,img_left,background_dominant_L
34,urban_005.jpg,indoor_014.jpg,background,dominant,img_left,background_dominant_L
35,nature_014.jpg,urban_007.jpg,form,asymmetrical,img_left,form_asymmetrical_L
36,urban_008.jpg,nature_004.jpg,background,dominant,img_right,background_dominant_R
37,urban_014.jpg,indoor_005.jpg,background,dominant,img_right,background_dominant_R
38,urban_007.jpg,nature_004.jpg,form,asymmetrical,img_right,form_asymmetrical_R
39,nature_006.jpg,urban_011.jpg,background,contrary,img_right,background_contrary_R
40,nature_009.jpg,urban_004.jpg,size,small,img_left,size_small_L
41,indoor_010.jpg,nature_002.jpg,form,asymmetrical,img_right,form_asymmetrical_R
42,urban_003.jpg,indoor_008.jpg,background,contrary,img_right,background_contrary_R
43,urban_006.jpg,nature_014.jpg,form,symmetrical,img_right,form_symmetrical_R
44,indoor_015.jpg,urban_015.jpg,background,contrary,img_left,background_contrary_L
45,urban_015.jpg,indoor_013.jpg,form,asymmetrical,img_left,form_asymmetrical_L
46,indoor_005.jpg,urban_012.jpg,form,symmetrical,img_left,form_symmetrical_L
47,urban_014.jpg,nature_005.jpg,background,dominant,img_right,background_dominant_R
48,urban_005.jpg,indoor_004.jpg,size,big,img_right,size_big_R
49,nature_013.jpg,urban_003.jpg,background,contrary,img_left,background_contrary_L
50,urban_011.jpg,indoor_011.jpg,none,none,img_left,baseline_urban-indoor_R
51,indoor_006.jpg,nature_004.jpg,form,asymmetrical,img_left,form_asymmetrical_L
52,indoor_001.jpg,nature_011.jpg,size,small,img_right,size_small_R
53,urban_009.jpg,indoor_004.jpg,background,contrary,img_right,background_contrary_R
54,nature_008.jpg,indoor_008.jpg,none,none,img_left,baseline_nature-indoor_L
55,nature_005.jpg,urban_010.jpg,size,small,img_left,size_small_L
56,urban_010.jpg,nature_005.jpg,size,small,img_right,size_small_R
57,nature_004.jpg,urban_004.jpg,size,small,img_left,size_small_L
58,indoor_001.jpg,urban_008.jpg,form,asymmetrical,img_right,form_asymmetrical_R
59,nature_005.jpg,urban_013.jpg,form,asymmetrical,img_left,form_asymmetrical_L
60,urban_014.jpg,nature_010.jpg,background,dominant,img_right,background_dominant_R
61,urban_003.jpg,nature_013.jpg,size,small,img_left,size_small_L
62,indoor_013.jpg,urban_002.jpg,background,dominant,img_left,background_dominant_L
63,nature_006.jpg,urban_006.jpg,none,none,img_left,baseline_nature-urban_L
