Trial Number: 10, Triangles counted: 13, real number: 12
Trial Number: 20, Triangles counted: 12, real number: 12
Trial Number: 30, Triangles counted: 12, real number: 12
Trial Number: 40, Triangles counted: 13, real number: 14
Trial Number: 50, Triangles counted: 11, real number: 11
Trial Number: 60, Triangles counted: 14, real number: 14
Trial Number: 70, Triangles counted: 10, real number: 10
Trial Number: 80, Triangles counted: 9, real number: 8
Trial Number: 90, Triangles counted: 13, real number: 14
Trial Number: 100, Triangles counted: 13, real number: 13
Trial Number: 110, Triangles counted: 14, real number: 14
Trial Number: 120, Triangles counted: 16, real number: 16
"TRIANGLE_PROBABILITY","acc","accuracy","asym_path","attribute","average_response_time","avg_rt","background","bg_color","canvas_backend","cb_index","clock_backend","color_backend","correct","correct_instructions","correct_welcome","count_calibration","count_exit","count_first_sequence","count_first_trial_loop","count_fixation_point_inline_script","count_fixation_pygaze_log","count_full_experiment","count_image_inline_script","count_image_pygaze_log","count_instructions","count_logger","count_new_1_form_base","count_new_form_base","count_new_form_text_input","count_new_pygaze_log","count_new_sketchpad","count_pause_and_recalibration_inline_script","count_pygaze_start_recording","count_pygaze_stop_recording","count_triangle_count_init","count_triangle_count_script","count_triangle_instruction","count_triangle_response","count_triangles_count_log","count_welcome","currently_fixated","datetime","description","disable_garbage_collection","dist","experiment_file","experiment_path","fixated","font_bold","font_family","font_italic","font_size","font_underline","foreground","form_clicks","form_response","fullscreen","height","img_left","img_left_path","img_right","img_right_path","initial_fixation_time","keyboard_backend","live_row","live_row_first_trial_loop","logfile","mouse_backend","opensesame_codename","opensesame_version","repeat_cycle","required_fixation_time","response","response_exit","response_instructions","response_new_sketchpad","response_time","response_time_exit","response_time_instructions","response_time_new_sketchpad","response_time_triangle_instruction","response_time_triangle_response","response_time_welcome","response_triangle_instruction","response_triangle_response","response_welcome","round_decimals","sampler_backend","sound_buf_size","sound_channels","sound_freq","sound_sample_size","start","subject_nr","subject_parity","sym_path","t0","target_image","target_index","target_size","time_calibration","time_exit","time_first_sequence","time_first_trial_loop","time_fixation_point_inline_script","time_fixation_pygaze_log","time_full_experiment","time_image_inline_script","time_image_pygaze_log","time_instructions","time_logger","time_new_1_form_base","time_new_form_base","time_new_form_text_input","time_new_pygaze_log","time_new_sketchpad","time_pause_and_recalibration_inline_script","time_pygaze_start_recording","time_pygaze_stop_recording","time_triangle_count_init","time_triangle_count_script","time_triangle_instruction","time_triangle_response","time_triangles_count_log","time_welcome","timeout","title","total_correct","total_response_time","total_responses","trial_number","triangle_count","user_input","value","width","x","y"
"0.6","undefined","undefined","C:\Users\yarbus\Desktop\Team Elephant\Full_experiment\asym_right.png","form","undefined","undefined","#3d3846","#ffaf55","psycho","form_asymmetrical_R","psycho","psycho","undefined","undefined","undefined","0","0","119","0","119","119","0","119","119","0","0","NA","NA","NA","119","NA","119","0","0","0","119","NA","NA","NA","0","True","Fri Aug 22 12:43:43 2025","The main experiment item","False","20.023945617185415",".opensesamerun-tmp.osexp","C:\Users\yarbus\Desktop\Team Elephant\Full_experiment","True","False","mono","False","18","no","white","no","Weiter","yes","1080","nature_050.jpg","C:\Users\yarbus\AppData\Local\Temp\tmpsx9nxv_c.opensesame_pool_14304\nature_012.jpg","indoor_023.jpg","C:\Users\yarbus\AppData\Local\Temp\tmpsx9nxv_c.opensesame_pool_14304\indoor_021.jpg","1486098.1217999943","psycho","119","119","C:/Users/yarbus/Desktop/Team Elephant/Full_experiment/subject_data/subject_16/subject-16.csv","psycho","Melodramatic Milgram","4.0.37","0","2000","space","NA","space","NA","6695.570000039879","NA","6695.570000039879","NA","NA","NA","1692.8550000302494","NA","NA","space","2","psycho","1024","2","48000","-16","full_experiment","16","even","C:\Users\yarbus\Desktop\Team Elephant\Full_experiment\sym_left.png","1485521.3748000097","img_right","0","0.25","6894.03049997054","NA","1485492.0483999886","65879.21400001505","1485505.2851999644","1485492.1080999775","5160.32309998991","1488326.2455000076","1488098.155100015","52308.91039996641","1495699.3428000133","NA","NA","NA","1495585.5016999994","NA","1495585.399099975","59005.12709998293","1495631.0368999839","65879.17889998062","1492420.2012000023","NA","NA","NA","5199.6349999681115","10000","Attentional spatial bias","0","0","0","120","0","16","asymmetrical","1920","960.1728","560.0232"
