trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_071.jpg,urban_089.jpg,none,none,img_left,baseline_nature-urban_L
2,indoor_012.jpg,urban_069.jpg,none,none,img_right,baseline_indoor-urban_R
3,nature_021.jpg,urban_030.jpg,none,none,img_right,baseline_nature-urban_R
4,indoor_083.jpg,nature_054.jpg,none,none,img_right,baseline_indoor-nature_R
5,nature_061.jpg,urban_075.jpg,none,none,img_right,baseline_nature-urban_R
6,indoor_047.jpg,urban_098.jpg,none,none,img_right,baseline_indoor-urban_R
7,nature_030.jpg,urban_082.jpg,none,none,img_right,baseline_nature-urban_R
8,indoor_025.jpg,nature_040.jpg,none,none,img_left,baseline_indoor-nature_L
9,indoor_085.jpg,urban_094.jpg,none,none,img_right,baseline_indoor-urban_R
10,indoor_061.jpg,nature_003.jpg,none,none,img_left,baseline_indoor-nature_L
11,indoor_069.jpg,urban_041.jpg,none,none,img_left,baseline_indoor-urban_L
12,nature_015.jpg,urban_070.jpg,none,none,img_left,baseline_nature-urban_L
13,nature_048.jpg,urban_051.jpg,none,none,img_left,baseline_nature-urban_L
14,nature_031.jpg,urban_087.jpg,none,none,img_right,baseline_nature-urban_R
15,indoor_045.jpg,nature_057.jpg,none,none,img_right,baseline_indoor-nature_R
16,indoor_062.jpg,urban_077.jpg,none,none,img_right,baseline_indoor-urban_R
17,indoor_010.jpg,nature_039.jpg,none,none,img_left,baseline_indoor-nature_L
18,indoor_087.jpg,nature_035.jpg,none,none,img_left,baseline_indoor-nature_L
19,indoor_004.jpg,nature_012.jpg,none,none,img_left,baseline_indoor-nature_L
20,indoor_080.jpg,urban_084.jpg,none,none,img_right,baseline_indoor-urban_R
21,indoor_043.jpg,nature_068.jpg,none,none,img_left,baseline_indoor-nature_L
22,indoor_049.jpg,nature_079.jpg,none,none,img_right,baseline_indoor-nature_R
23,indoor_041.jpg,nature_044.jpg,none,none,img_right,baseline_indoor-nature_R
24,nature_019.jpg,urban_066.jpg,none,none,img_right,baseline_nature-urban_R
25,nature_075.jpg,urban_038.jpg,size,big,img_left,size_big_L
26,indoor_068.jpg,urban_004.jpg,size,small,img_left,size_small_L
27,indoor_026.jpg,nature_051.jpg,form,symmetrical,img_left,form_symmetrical_L
28,nature_052.jpg,urban_025.jpg,form,symmetrical,img_right,form_symmetrical_R
29,indoor_071.jpg,nature_074.jpg,size,big,img_left,size_big_L
30,indoor_051.jpg,nature_013.jpg,background,contrary,img_right,background_contrary_R
31,indoor_040.jpg,urban_055.jpg,background,contrary,img_right,background_contrary_R
32,indoor_094.jpg,urban_086.jpg,size,small,img_right,size_small_R
33,nature_083.jpg,urban_031.jpg,size,small,img_right,size_small_R
34,nature_086.jpg,urban_096.jpg,background,contrary,img_left,background_contrary_L
35,nature_077.jpg,urban_027.jpg,size,big,img_right,size_big_R
36,indoor_032.jpg,nature_062.jpg,form,symmetrical,img_left,form_symmetrical_L
37,nature_020.jpg,urban_002.jpg,form,symmetrical,img_right,form_symmetrical_R
38,indoor_076.jpg,nature_078.jpg,form,symmetrical,img_right,form_symmetrical_R
39,indoor_064.jpg,urban_091.jpg,background,contrary,img_right,background_contrary_R
40,indoor_058.jpg,nature_009.jpg,size,big,img_left,size_big_L
41,indoor_007.jpg,urban_039.jpg,size,big,img_left,size_big_L
42,nature_032.jpg,urban_067.jpg,background,contrary,img_left,background_contrary_L
43,indoor_005.jpg,nature_098.jpg,form,symmetrical,img_left,form_symmetrical_L
44,indoor_092.jpg,nature_023.jpg,size,big,img_left,size_big_L
45,nature_064.jpg,urban_042.jpg,form,symmetrical,img_right,form_symmetrical_R
46,indoor_035.jpg,urban_044.jpg,size,big,img_left,size_big_L
47,indoor_067.jpg,nature_042.jpg,size,small,img_left,size_small_L
48,indoor_093.jpg,urban_092.jpg,background,contrary,img_right,background_contrary_R
49,indoor_015.jpg,urban_083.jpg,size,small,img_left,size_small_L
50,nature_067.jpg,urban_090.jpg,background,contrary,img_right,background_contrary_R
51,nature_091.jpg,urban_071.jpg,form,asymmetrical,img_right,form_asymmetrical_R
52,indoor_052.jpg,urban_048.jpg,size,big,img_left,size_big_L
53,indoor_056.jpg,nature_063.jpg,form,asymmetrical,img_left,form_asymmetrical_L
54,indoor_019.jpg,urban_047.jpg,size,big,img_left,size_big_L
55,indoor_063.jpg,urban_065.jpg,size,big,img_left,size_big_L
56,indoor_016.jpg,urban_045.jpg,form,asymmetrical,img_left,form_asymmetrical_L
57,nature_025.jpg,urban_034.jpg,size,small,img_right,size_small_R
58,nature_084.jpg,urban_064.jpg,size,small,img_left,size_small_L
59,indoor_066.jpg,nature_005.jpg,size,big,img_left,size_big_L
60,indoor_037.jpg,urban_097.jpg,size,small,img_right,size_small_R
61,indoor_044.jpg,urban_003.jpg,size,small,img_left,size_small_L
62,indoor_054.jpg,urban_050.jpg,size,big,img_right,size_big_R
63,indoor_036.jpg,urban_021.jpg,background,contrary,img_right,background_contrary_R
64,indoor_086.jpg,urban_005.jpg,background,dominant,img_left,background_dominant_L
