trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_077.jpg,urban_072.jpg,none,none,img_right,baseline_nature-urban_R
2,indoor_057.jpg,nature_036.jpg,size,small,img_left,size_small_L
3,nature_025.jpg,urban_099.jpg,none,none,img_right,baseline_nature-urban_R
4,nature_032.jpg,urban_022.jpg,form,symmetrical,img_right,form_symmetrical_R
5,nature_082.jpg,urban_062.jpg,background,dominant,img_left,background_dominant_L
6,indoor_032.jpg,nature_021.jpg,size,small,img_right,size_small_R
7,nature_065.jpg,urban_016.jpg,none,none,img_left,baseline_nature-urban_L
8,indoor_031.jpg,nature_066.jpg,background,dominant,img_right,background_dominant_R
9,indoor_007.jpg,urban_089.jpg,background,dominant,img_right,background_dominant_R
10,nature_047.jpg,urban_001.jpg,form,asymmetrical,img_right,form_asymmetrical_R
11,indoor_059.jpg,nature_070.jpg,background,dominant,img_right,background_dominant_R
12,nature_097.jpg,urban_012.jpg,size,small,img_right,size_small_R
13,indoor_013.jpg,nature_075.jpg,background,contrary,img_left,background_contrary_L
14,nature_050.jpg,urban_098.jpg,none,none,img_right,baseline_nature-urban_R
15,nature_089.jpg,urban_058.jpg,size,big,img_right,size_big_R
16,indoor_027.jpg,urban_003.jpg,size,big,img_left,size_big_L
17,indoor_021.jpg,nature_035.jpg,background,dominant,img_left,background_dominant_L
18,indoor_060.jpg,nature_041.jpg,form,asymmetrical,img_right,form_asymmetrical_R
19,indoor_006.jpg,urban_015.jpg,form,symmetrical,img_right,form_symmetrical_R
20,indoor_070.jpg,urban_030.jpg,background,dominant,img_left,background_dominant_L
21,indoor_045.jpg,urban_026.jpg,size,small,img_right,size_small_R
22,indoor_051.jpg,nature_023.jpg,size,big,img_right,size_big_R
23,indoor_068.jpg,urban_090.jpg,none,none,img_left,baseline_indoor-urban_L
24,nature_010.jpg,urban_096.jpg,size,big,img_left,size_big_L
25,indoor_056.jpg,nature_078.jpg,size,small,img_left,size_small_L
26,indoor_076.jpg,urban_051.jpg,background,contrary,img_right,background_contrary_R
27,indoor_084.jpg,nature_028.jpg,none,none,img_left,baseline_indoor-nature_L
28,indoor_072.jpg,urban_044.jpg,background,contrary,img_right,background_contrary_R
29,indoor_009.jpg,urban_085.jpg,form,symmetrical,img_right,form_symmetrical_R
30,indoor_077.jpg,urban_002.jpg,background,contrary,img_right,background_contrary_R
31,indoor_025.jpg,urban_068.jpg,background,dominant,img_right,background_dominant_R
