trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_089.jpg,indoor_040.jpg,form,asymmetrical,img_right,form_asymmetrical_R
2,urban_056.jpg,nature_014.jpg,form,asymmetrical,img_left,form_asymmetrical_L
3,urban_005.jpg,nature_075.jpg,none,none,img_left,baseline_urban-nature_L
4,urban_053.jpg,nature_038.jpg,size,big,img_right,size_big_R
5,urban_094.jpg,indoor_048.jpg,none,none,img_right,baseline_urban-indoor_R
6,urban_013.jpg,nature_072.jpg,background,dominant,img_right,background_dominant_R
7,urban_029.jpg,indoor_080.jpg,size,small,img_left,size_small_L
8,nature_084.jpg,indoor_099.jpg,size,small,img_right,size_small_R
9,urban_085.jpg,nature_037.jpg,size,small,img_left,size_small_L
10,urban_070.jpg,indoor_073.jpg,form,asymmetrical,img_left,form_asymmetrical_L
11,urban_084.jpg,nature_024.jpg,background,contrary,img_right,background_contrary_R
12,urban_035.jpg,indoor_079.jpg,background,contrary,img_left,background_contrary_L
13,nature_031.jpg,indoor_064.jpg,none,none,img_left,baseline_nature-indoor_L
14,urban_033.jpg,nature_035.jpg,size,big,img_left,size_big_L
15,nature_042.jpg,indoor_062.jpg,size,small,img_left,size_small_L
16,urban_012.jpg,nature_030.jpg,none,none,img_left,baseline_urban-nature_L
17,urban_054.jpg,indoor_063.jpg,background,dominant,img_right,background_dominant_R
18,urban_098.jpg,indoor_033.jpg,form,symmetrical,img_left,form_symmetrical_L
19,nature_094.jpg,indoor_084.jpg,form,symmetrical,img_right,form_symmetrical_R
20,nature_099.jpg,indoor_005.jpg,size,small,img_left,size_small_L
21,urban_096.jpg,nature_093.jpg,background,contrary,img_left,background_contrary_L
22,nature_003.jpg,indoor_001.jpg,size,big,img_left,size_big_L
23,nature_060.jpg,indoor_034.jpg,size,big,img_left,size_big_L
24,urban_004.jpg,indoor_011.jpg,none,none,img_right,baseline_urban-indoor_R
25,urban_002.jpg,indoor_038.jpg,none,none,img_right,baseline_urban-indoor_R
26,urban_032.jpg,nature_064.jpg,size,big,img_left,size_big_L
27,nature_066.jpg,indoor_071.jpg,none,none,img_right,baseline_nature-indoor_R
28,urban_057.jpg,indoor_052.jpg,none,none,img_left,baseline_urban-indoor_L
29,urban_003.jpg,nature_022.jpg,size,big,img_right,size_big_R
30,nature_041.jpg,indoor_049.jpg,none,none,img_right,baseline_nature-indoor_R
31,nature_019.jpg,indoor_028.jpg,background,contrary,img_right,background_contrary_R
32,nature_011.jpg,indoor_037.jpg,none,none,img_left,baseline_nature-indoor_L
33,urban_044.jpg,nature_027.jpg,background,dominant,img_right,background_dominant_R
34,urban_046.jpg,nature_068.jpg,background,dominant,img_right,background_dominant_R
35,urban_100.jpg,nature_083.jpg,form,asymmetrical,img_right,form_asymmetrical_R
36,urban_089.jpg,indoor_010.jpg,none,none,img_left,baseline_urban-indoor_L
37,urban_066.jpg,nature_078.jpg,background,dominant,img_right,background_dominant_R
38,urban_037.jpg,nature_047.jpg,form,asymmetrical,img_right,form_asymmetrical_R
39,nature_028.jpg,indoor_012.jpg,none,none,img_right,baseline_nature-indoor_R
40,nature_061.jpg,indoor_015.jpg,background,contrary,img_left,background_contrary_L
41,nature_073.jpg,indoor_024.jpg,form,asymmetrical,img_right,form_asymmetrical_R
42,nature_023.jpg,indoor_078.jpg,size,small,img_left,size_small_L
43,nature_048.jpg,indoor_098.jpg,none,none,img_left,baseline_nature-indoor_L
44,urban_086.jpg,nature_002.jpg,form,asymmetrical,img_left,form_asymmetrical_L
45,nature_009.jpg,indoor_019.jpg,none,none,img_left,baseline_nature-indoor_L
46,urban_030.jpg,indoor_069.jpg,size,big,img_right,size_big_R
47,urban_024.jpg,nature_006.jpg,form,symmetrical,img_right,form_symmetrical_R
48,urban_010.jpg,nature_095.jpg,background,contrary,img_left,background_contrary_L
49,urban_095.jpg,indoor_025.jpg,form,asymmetrical,img_right,form_asymmetrical_R
50,urban_041.jpg,indoor_021.jpg,form,symmetrical,img_right,form_symmetrical_R
51,nature_032.jpg,indoor_056.jpg,form,symmetrical,img_right,form_symmetrical_R
52,nature_070.jpg,indoor_035.jpg,size,small,img_right,size_small_R
53,urban_031.jpg,nature_001.jpg,size,small,img_left,size_small_L
54,urban_015.jpg,nature_020.jpg,size,big,img_right,size_big_R
55,urban_081.jpg,indoor_045.jpg,size,small,img_right,size_small_R
56,nature_063.jpg,indoor_007.jpg,background,dominant,img_right,background_dominant_R
57,urban_051.jpg,indoor_072.jpg,background,dominant,img_left,background_dominant_L
58,urban_020.jpg,indoor_002.jpg,background,contrary,img_right,background_contrary_R
59,urban_071.jpg,indoor_026.jpg,size,big,img_left,size_big_L
60,urban_075.jpg,indoor_085.jpg,form,asymmetrical,img_right,form_asymmetrical_R
61,nature_021.jpg,indoor_039.jpg,size,small,img_left,size_small_L
62,urban_049.jpg,indoor_074.jpg,background,contrary,img_left,background_contrary_L
63,urban_014.jpg,nature_077.jpg,form,symmetrical,img_right,form_symmetrical_R
64,nature_049.jpg,indoor_076.jpg,size,big,img_left,size_big_L
65,urban_011.jpg,nature_010.jpg,background,contrary,img_left,background_contrary_L
66,nature_051.jpg,indoor_089.jpg,form,symmetrical,img_right,form_symmetrical_R
67,urban_007.jpg,indoor_070.jpg,form,asymmetrical,img_right,form_asymmetrical_R
68,urban_050.jpg,indoor_031.jpg,background,dominant,img_right,background_dominant_R
69,nature_012.jpg,indoor_057.jpg,size,small,img_left,size_small_L
70,urban_047.jpg,nature_029.jpg,form,symmetrical,img_left,form_symmetrical_L
71,nature_046.jpg,indoor_054.jpg,background,contrary,img_left,background_contrary_L
72,urban_016.jpg,nature_045.jpg,size,small,img_left,size_small_L
73,nature_079.jpg,indoor_090.jpg,size,small,img_right,size_small_R
