trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,urban_091.jpg,indoor_026.jpg,none,none,img_right,baseline_urban-indoor_R
2,urban_050.jpg,nature_042.jpg,size,big,img_right,size_big_R
3,urban_030.jpg,indoor_070.jpg,background,dominant,img_left,background_dominant_L
4,urban_042.jpg,nature_068.jpg,size,big,img_right,size_big_R
5,nature_056.jpg,indoor_012.jpg,form,symmetrical,img_right,form_symmetrical_R
6,nature_028.jpg,indoor_084.jpg,none,none,img_right,baseline_nature-indoor_R
7,nature_001.jpg,indoor_039.jpg,background,dominant,img_right,background_dominant_R
8,urban_022.jpg,nature_032.jpg,background,dominant,img_left,background_dominant_L
9,nature_087.jpg,indoor_003.jpg,size,small,img_right,size_small_R
10,urban_051.jpg,indoor_076.jpg,form,asymmetrical,img_right,form_asymmetrical_R
11,urban_076.jpg,indoor_020.jpg,background,contrary,img_left,background_contrary_L
12,urban_004.jpg,indoor_015.jpg,none,none,img_right,baseline_urban-indoor_R
13,urban_075.jpg,nature_055.jpg,none,none,img_left,baseline_urban-nature_L
14,urban_003.jpg,indoor_027.jpg,background,dominant,img_left,background_dominant_L
15,nature_007.jpg,indoor_094.jpg,size,big,img_left,size_big_L
16,nature_066.jpg,indoor_031.jpg,background,contrary,img_left,background_contrary_L
17,urban_084.jpg,indoor_066.jpg,none,none,img_right,baseline_urban-indoor_R
18,nature_022.jpg,indoor_065.jpg,form,asymmetrical,img_left,form_asymmetrical_L
19,nature_021.jpg,indoor_032.jpg,size,big,img_right,size_big_R
20,urban_038.jpg,indoor_037.jpg,form,symmetrical,img_right,form_symmetrical_R
21,urban_064.jpg,nature_091.jpg,form,asymmetrical,img_left,form_asymmetrical_L
22,urban_065.jpg,nature_045.jpg,background,dominant,img_left,background_dominant_L
23,urban_029.jpg,nature_018.jpg,background,dominant,img_left,background_dominant_L
24,urban_054.jpg,nature_009.jpg,form,symmetrical,img_left,form_symmetrical_L
25,nature_040.jpg,indoor_047.jpg,background,contrary,img_right,background_contrary_R
26,urban_098.jpg,nature_050.jpg,none,none,img_left,baseline_urban-nature_L
27,urban_011.jpg,nature_029.jpg,none,none,img_right,baseline_urban-nature_R
28,urban_086.jpg,indoor_096.jpg,size,small,img_left,size_small_L
29,urban_081.jpg,nature_030.jpg,size,big,img_left,size_big_L
30,nature_057.jpg,indoor_004.jpg,form,asymmetrical,img_left,form_asymmetrical_L
31,urban_059.jpg,nature_095.jpg,none,none,img_right,baseline_urban-nature_R
32,urban_092.jpg,nature_044.jpg,form,symmetrical,img_left,form_symmetrical_L
33,urban_012.jpg,nature_097.jpg,size,small,img_left,size_small_L
34,urban_067.jpg,nature_093.jpg,form,symmetrical,img_left,form_symmetrical_L
35,urban_088.jpg,indoor_080.jpg,background,contrary,img_left,background_contrary_L
36,urban_082.jpg,nature_088.jpg,form,symmetrical,img_right,form_symmetrical_R
37,urban_023.jpg,nature_072.jpg,background,dominant,img_left,background_dominant_L
38,urban_001.jpg,nature_047.jpg,background,contrary,img_left,background_contrary_L
39,urban_047.jpg,indoor_049.jpg,form,symmetrical,img_left,form_symmetrical_L
40,urban_090.jpg,indoor_068.jpg,none,none,img_left,baseline_urban-indoor_L
41,urban_010.jpg,indoor_054.jpg,size,small,img_left,size_small_L
42,urban_027.jpg,indoor_100.jpg,form,asymmetrical,img_right,form_asymmetrical_R
43,urban_085.jpg,indoor_009.jpg,form,symmetrical,img_right,form_symmetrical_R
44,urban_080.jpg,indoor_087.jpg,size,big,img_right,size_big_R
45,nature_061.jpg,indoor_073.jpg,none,none,img_left,baseline_nature-indoor_L
46,nature_092.jpg,indoor_050.jpg,size,big,img_right,size_big_R
47,urban_043.jpg,indoor_082.jpg,background,dominant,img_right,background_dominant_R
48,urban_015.jpg,indoor_006.jpg,background,contrary,img_right,background_contrary_R
49,urban_007.jpg,nature_086.jpg,form,asymmetrical,img_left,form_asymmetrical_L
50,urban_041.jpg,nature_051.jpg,size,big,img_left,size_big_L
51,nature_100.jpg,indoor_081.jpg,background,dominant,img_left,background_dominant_L
52,urban_093.jpg,nature_005.jpg,none,none,img_left,baseline_urban-nature_L
53,urban_016.jpg,nature_065.jpg,none,none,img_left,baseline_urban-nature_L
54,nature_041.jpg,indoor_060.jpg,size,small,img_left,size_small_L
55,nature_008.jpg,indoor_075.jpg,none,none,img_right,baseline_nature-indoor_R
56,urban_034.jpg,nature_013.jpg,none,none,img_right,baseline_urban-nature_R
57,nature_079.jpg,indoor_018.jpg,background,contrary,img_right,background_contrary_R
58,urban_100.jpg,indoor_019.jpg,size,big,img_left,size_big_L
59,nature_036.jpg,indoor_057.jpg,size,small,img_left,size_small_L
60,nature_016.jpg,indoor_083.jpg,form,asymmetrical,img_left,form_asymmetrical_L
61,urban_025.jpg,indoor_043.jpg,size,big,img_right,size_big_R
62,urban_099.jpg,nature_025.jpg,none,none,img_right,baseline_urban-nature_R
63,urban_053.jpg,nature_037.jpg,size,small,img_right,size_small_R
64,urban_057.jpg,indoor_028.jpg,none,none,img_right,baseline_urban-indoor_R
65,nature_019.jpg,indoor_098.jpg,form,symmetrical,img_left,form_symmetrical_L
66,nature_038.jpg,indoor_017.jpg,form,asymmetrical,img_left,form_asymmetrical_L
67,nature_027.jpg,indoor_034.jpg,form,asymmetrical,img_left,form_asymmetrical_L
68,urban_056.jpg,indoor_058.jpg,size,big,img_right,size_big_R
69,urban_035.jpg,nature_071.jpg,none,none,img_left,baseline_urban-nature_L
70,urban_024.jpg,indoor_071.jpg,size,small,img_right,size_small_R
71,urban_066.jpg,nature_002.jpg,background,contrary,img_left,background_contrary_L
72,nature_023.jpg,indoor_051.jpg,size,small,img_left,size_small_L
73,urban_062.jpg,nature_082.jpg,background,contrary,img_left,background_contrary_L
74,urban_046.jpg,indoor_023.jpg,form,symmetrical,img_right,form_symmetrical_R
75,urban_089.jpg,indoor_007.jpg,background,contrary,img_left,background_contrary_L
76,urban_032.jpg,nature_076.jpg,size,big,img_left,size_big_L
77,urban_063.jpg,nature_099.jpg,form,asymmetrical,img_right,form_asymmetrical_R
78,urban_058.jpg,nature_089.jpg,form,symmetrical,img_right,form_symmetrical_R
79,nature_098.jpg,indoor_053.jpg,form,asymmetrical,img_right,form_asymmetrical_R
80,urban_039.jpg,nature_012.jpg,form,symmetrical,img_left,form_symmetrical_L
81,nature_054.jpg,indoor_042.jpg,background,contrary,img_right,background_contrary_R
82,nature_060.jpg,indoor_011.jpg,background,dominant,img_right,background_dominant_R
83,urban_073.jpg,nature_085.jpg,none,none,img_left,baseline_urban-nature_L
84,nature_049.jpg,indoor_063.jpg,none,none,img_left,baseline_nature-indoor_L
85,urban_052.jpg,nature_046.jpg,form,asymmetrical,img_left,form_asymmetrical_L
86,nature_014.jpg,indoor_046.jpg,size,big,img_left,size_big_L
87,urban_095.jpg,nature_083.jpg,none,none,img_right,baseline_urban-nature_R
88,urban_008.jpg,indoor_055.jpg,size,big,img_left,size_big_L
89,urban_096.jpg,nature_010.jpg,background,contrary,img_right,background_contrary_R
90,urban_021.jpg,indoor_035.jpg,form,symmetrical,img_left,form_symmetrical_L
91,urban_028.jpg,indoor_093.jpg,background,dominant,img_left,background_dominant_L
92,urban_045.jpg,indoor_097.jpg,none,none,img_left,baseline_urban-indoor_L
93,nature_084.jpg,indoor_010.jpg,form,asymmetrical,img_left,form_asymmetrical_L
94,nature_075.jpg,indoor_013.jpg,background,contrary,img_right,background_contrary_R
95,urban_079.jpg,indoor_067.jpg,background,contrary,img_right,background_contrary_R
96,urban_019.jpg,indoor_099.jpg,size,small,img_left,size_small_L
97,urban_037.jpg,nature_043.jpg,size,small,img_left,size_small_L
98,urban_072.jpg,nature_077.jpg,none,none,img_right,baseline_urban-nature_R
99,nature_070.jpg,indoor_059.jpg,form,symmetrical,img_right,form_symmetrical_R
100,urban_068.jpg,indoor_025.jpg,size,small,img_right,size_small_R
101,urban_040.jpg,indoor_064.jpg,size,small,img_right,size_small_R
102,nature_035.jpg,indoor_021.jpg,size,small,img_left,size_small_L
103,nature_090.jpg,indoor_001.jpg,none,none,img_right,baseline_nature-indoor_R
104,urban_018.jpg,nature_011.jpg,none,none,img_left,baseline_urban-nature_L
105,nature_078.jpg,indoor_056.jpg,background,dominant,img_right,background_dominant_R
106,nature_039.jpg,indoor_038.jpg,size,small,img_left,size_small_L
107,urban_013.jpg,nature_020.jpg,size,big,img_right,size_big_R
108,nature_006.jpg,indoor_041.jpg,background,dominant,img_left,background_dominant_L
109,urban_094.jpg,nature_096.jpg,background,dominant,img_left,background_dominant_L
110,urban_049.jpg,indoor_092.jpg,form,asymmetrical,img_right,form_asymmetrical_R
111,urban_026.jpg,indoor_045.jpg,form,asymmetrical,img_left,form_asymmetrical_L
112,nature_058.jpg,indoor_091.jpg,background,contrary,img_right,background_contrary_R
113,nature_080.jpg,indoor_029.jpg,size,big,img_right,size_big_R
114,urban_083.jpg,nature_059.jpg,background,dominant,img_left,background_dominant_L
115,nature_024.jpg,indoor_074.jpg,size,small,img_left,size_small_L
116,nature_052.jpg,indoor_044.jpg,form,asymmetrical,img_left,form_asymmetrical_L
117,urban_044.jpg,indoor_072.jpg,background,contrary,img_right,background_contrary_R
118,urban_002.jpg,indoor_077.jpg,background,dominant,img_right,background_dominant_R
119,nature_064.jpg,indoor_022.jpg,form,symmetrical,img_left,form_symmetrical_L
120,urban_036.jpg,indoor_069.jpg,form,symmetrical,img_left,form_symmetrical_L
