trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,urban_023.jpg,nature_086.jpg,size,small,img_right,size_small_R
2,urban_097.jpg,indoor_080.jpg,background,contrary,img_left,background_contrary_L
3,urban_038.jpg,nature_031.jpg,background,dominant,img_right,background_dominant_R
4,urban_015.jpg,nature_044.jpg,none,none,img_right,baseline_urban-nature_R
5,nature_011.jpg,indoor_076.jpg,none,none,img_left,baseline_nature-indoor_L
6,urban_082.jpg,indoor_002.jpg,none,none,img_right,baseline_urban-indoor_R
7,urban_042.jpg,nature_056.jpg,size,small,img_left,size_small_L
8,urban_026.jpg,nature_028.jpg,size,big,img_left,size_big_L
9,urban_086.jpg,indoor_095.jpg,form,symmetrical,img_right,form_symmetrical_R
10,urban_071.jpg,indoor_054.jpg,size,small,img_left,size_small_L
11,urban_014.jpg,indoor_071.jpg,size,big,img_right,size_big_R
12,urban_099.jpg,nature_010.jpg,none,none,img_left,baseline_urban-nature_L
13,nature_005.jpg,indoor_030.jpg,form,asymmetrical,img_right,form_asymmetrical_R
14,urban_087.jpg,indoor_009.jpg,size,big,img_right,size_big_R
15,urban_072.jpg,indoor_052.jpg,none,none,img_right,baseline_urban-indoor_R
16,urban_065.jpg,indoor_057.jpg,none,none,img_right,baseline_urban-indoor_R
17,urban_051.jpg,nature_098.jpg,background,dominant,img_left,background_dominant_L
18,nature_062.jpg,indoor_099.jpg,none,none,img_left,baseline_nature-indoor_L
19,urban_068.jpg,nature_088.jpg,background,contrary,img_left,background_contrary_L
20,urban_041.jpg,indoor_038.jpg,background,dominant,img_right,background_dominant_R
21,urban_093.jpg,nature_054.jpg,size,small,img_left,size_small_L
22,nature_095.jpg,indoor_089.jpg,size,big,img_right,size_big_R
23,urban_063.jpg,nature_029.jpg,background,dominant,img_left,background_dominant_L
24,urban_089.jpg,indoor_035.jpg,none,none,img_left,baseline_urban-indoor_L
25,urban_030.jpg,nature_009.jpg,size,big,img_right,size_big_R
26,urban_078.jpg,indoor_007.jpg,background,dominant,img_left,background_dominant_L
27,urban_008.jpg,nature_053.jpg,form,asymmetrical,img_right,form_asymmetrical_R
28,urban_039.jpg,indoor_013.jpg,background,contrary,img_right,background_contrary_R
29,urban_025.jpg,nature_012.jpg,size,small,img_left,size_small_L
30,urban_005.jpg,indoor_069.jpg,form,asymmetrical,img_right,form_asymmetrical_R
31,nature_041.jpg,indoor_001.jpg,size,small,img_right,size_small_R
32,urban_019.jpg,nature_069.jpg,background,dominant,img_right,background_dominant_R
33,urban_092.jpg,nature_022.jpg,background,contrary,img_right,background_contrary_R
34,nature_038.jpg,indoor_066.jpg,none,none,img_right,baseline_nature-indoor_R
35,urban_095.jpg,indoor_059.jpg,form,asymmetrical,img_left,form_asymmetrical_L
36,urban_034.jpg,indoor_032.jpg,background,contrary,img_left,background_contrary_L
