trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_060.jpg,urban_081.jpg,background,contrary,img_left,background_contrary_L
2,nature_069.jpg,urban_092.jpg,form,symmetrical,img_right,form_symmetrical_R
3,nature_068.jpg,urban_050.jpg,background,contrary,img_left,background_contrary_L
4,indoor_058.jpg,urban_082.jpg,size,small,img_left,size_small_L
5,indoor_028.jpg,nature_052.jpg,size,big,img_left,size_big_L
6,indoor_066.jpg,nature_044.jpg,background,dominant,img_left,background_dominant_L
7,indoor_054.jpg,urban_046.jpg,form,asymmetrical,img_left,form_asymmetrical_L
8,indoor_089.jpg,nature_006.jpg,none,none,img_right,baseline_indoor-nature_R
9,indoor_003.jpg,nature_074.jpg,size,small,img_left,size_small_L
10,indoor_009.jpg,nature_090.jpg,none,none,img_left,baseline_indoor-nature_L
11,indoor_012.jpg,urban_083.jpg,form,symmetrical,img_left,form_symmetrical_L
12,indoor_075.jpg,urban_095.jpg,background,contrary,img_right,background_contrary_R
13,indoor_004.jpg,urban_045.jpg,size,big,img_left,size_big_L
14,indoor_048.jpg,urban_047.jpg,form,symmetrical,img_left,form_symmetrical_L
15,indoor_087.jpg,nature_005.jpg,none,none,img_right,baseline_indoor-nature_R
16,indoor_037.jpg,nature_038.jpg,form,asymmetrical,img_left,form_asymmetrical_L
17,nature_032.jpg,urban_006.jpg,background,contrary,img_right,background_contrary_R
18,indoor_076.jpg,urban_085.jpg,none,none,img_left,baseline_indoor-urban_L
19,indoor_099.jpg,urban_040.jpg,none,none,img_right,baseline_indoor-urban_R
20,nature_013.jpg,urban_029.jpg,background,contrary,img_left,background_contrary_L
21,indoor_070.jpg,urban_025.jpg,form,asymmetrical,img_right,form_asymmetrical_R
22,indoor_007.jpg,urban_019.jpg,none,none,img_left,baseline_indoor-urban_L
23,nature_097.jpg,urban_065.jpg,none,none,img_left,baseline_nature-urban_L
24,indoor_067.jpg,nature_099.jpg,size,big,img_right,size_big_R
25,indoor_094.jpg,urban_049.jpg,size,small,img_left,size_small_L
26,indoor_044.jpg,urban_094.jpg,background,contrary,img_right,background_contrary_R
27,indoor_029.jpg,urban_013.jpg,size,small,img_left,size_small_L
28,nature_037.jpg,urban_004.jpg,background,dominant,img_left,background_dominant_L
29,indoor_096.jpg,urban_091.jpg,background,dominant,img_right,background_dominant_R
30,indoor_024.jpg,urban_069.jpg,background,dominant,img_right,background_dominant_R
31,indoor_021.jpg,urban_078.jpg,background,dominant,img_right,background_dominant_R
32,indoor_088.jpg,urban_012.jpg,size,big,img_left,size_big_L
33,indoor_050.jpg,urban_075.jpg,background,contrary,img_left,background_contrary_L
34,indoor_039.jpg,nature_050.jpg,background,dominant,img_right,background_dominant_R
35,nature_011.jpg,urban_034.jpg,form,symmetrical,img_right,form_symmetrical_R
36,nature_039.jpg,urban_027.jpg,background,dominant,img_left,background_dominant_L
37,indoor_084.jpg,urban_068.jpg,size,big,img_right,size_big_R
38,nature_089.jpg,urban_053.jpg,form,asymmetrical,img_right,form_asymmetrical_R
39,nature_004.jpg,urban_022.jpg,size,small,img_right,size_small_R
40,indoor_034.jpg,urban_011.jpg,size,small,img_left,size_small_L
41,indoor_059.jpg,nature_007.jpg,size,small,img_left,size_small_L
42,indoor_086.jpg,nature_059.jpg,size,small,img_right,size_small_R
43,nature_026.jpg,urban_098.jpg,none,none,img_left,baseline_nature-urban_L
44,indoor_082.jpg,nature_070.jpg,size,small,img_right,size_small_R
45,indoor_001.jpg,nature_088.jpg,none,none,img_left,baseline_indoor-nature_L
46,indoor_026.jpg,urban_016.jpg,none,none,img_left,baseline_indoor-urban_L
47,indoor_080.jpg,urban_055.jpg,form,symmetrical,img_right,form_symmetrical_R
48,indoor_014.jpg,nature_071.jpg,form,asymmetrical,img_right,form_asymmetrical_R
49,nature_012.jpg,urban_072.jpg,none,none,img_left,baseline_nature-urban_L
50,nature_076.jpg,urban_021.jpg,size,small,img_left,size_small_L
51,indoor_100.jpg,nature_051.jpg,form,symmetrical,img_right,form_symmetrical_R
52,indoor_052.jpg,nature_067.jpg,size,big,img_left,size_big_L
53,indoor_020.jpg,nature_045.jpg,background,dominant,img_left,background_dominant_L
54,indoor_073.jpg,nature_019.jpg,background,dominant,img_left,background_dominant_L
55,indoor_008.jpg,nature_065.jpg,none,none,img_right,baseline_indoor-nature_R
56,indoor_035.jpg,urban_059.jpg,size,big,img_right,size_big_R
57,indoor_083.jpg,nature_092.jpg,form,asymmetrical,img_left,form_asymmetrical_L
58,nature_025.jpg,urban_074.jpg,size,big,img_left,size_big_L
59,indoor_046.jpg,urban_043.jpg,form,symmetrical,img_left,form_symmetrical_L
60,indoor_071.jpg,nature_027.jpg,form,asymmetrical,img_right,form_asymmetrical_R
61,nature_081.jpg,urban_017.jpg,form,asymmetrical,img_right,form_asymmetrical_R
62,indoor_033.jpg,urban_054.jpg,form,symmetrical,img_left,form_symmetrical_L
63,indoor_038.jpg,urban_096.jpg,form,symmetrical,img_right,form_symmetrical_R
64,indoor_057.jpg,urban_036.jpg,size,small,img_left,size_small_L
65,nature_087.jpg,urban_087.jpg,background,dominant,img_right,background_dominant_R
66,indoor_055.jpg,urban_070.jpg,background,contrary,img_right,background_contrary_R
67,indoor_072.jpg,urban_093.jpg,background,dominant,img_right,background_dominant_R
68,nature_049.jpg,urban_038.jpg,form,asymmetrical,img_left,form_asymmetrical_L
69,nature_003.jpg,urban_090.jpg,background,contrary,img_right,background_contrary_R
70,indoor_049.jpg,urban_032.jpg,none,none,img_right,baseline_indoor-urban_R
71,indoor_064.jpg,nature_094.jpg,size,small,img_right,size_small_R
72,nature_017.jpg,urban_051.jpg,background,contrary,img_left,background_contrary_L
73,indoor_051.jpg,nature_046.jpg,background,contrary,img_left,background_contrary_L
74,nature_001.jpg,urban_073.jpg,none,none,img_left,baseline_nature-urban_L
75,nature_023.jpg,urban_010.jpg,form,asymmetrical,img_left,form_asymmetrical_L
76,indoor_005.jpg,nature_036.jpg,form,asymmetrical,img_right,form_asymmetrical_R
77,nature_016.jpg,urban_057.jpg,size,big,img_left,size_big_L
78,nature_020.jpg,urban_079.jpg,background,dominant,img_right,background_dominant_R
79,nature_057.jpg,urban_003.jpg,form,symmetrical,img_right,form_symmetrical_R
80,indoor_031.jpg,urban_063.jpg,none,none,img_left,baseline_indoor-urban_L
81,nature_062.jpg,urban_030.jpg,background,dominant,img_right,background_dominant_R
82,indoor_065.jpg,urban_084.jpg,background,contrary,img_left,background_contrary_L
83,indoor_056.jpg,nature_053.jpg,background,contrary,img_right,background_contrary_R
84,indoor_047.jpg,nature_061.jpg,size,big,img_right,size_big_R
85,indoor_068.jpg,urban_100.jpg,size,small,img_left,size_small_L
86,nature_058.jpg,urban_015.jpg,size,big,img_right,size_big_R
87,indoor_045.jpg,nature_042.jpg,form,symmetrical,img_right,form_symmetrical_R
88,indoor_091.jpg,urban_007.jpg,form,asymmetrical,img_left,form_asymmetrical_L
89,indoor_002.jpg,urban_001.jpg,background,contrary,img_left,background_contrary_L
90,indoor_011.jpg,urban_048.jpg,background,contrary,img_right,background_contrary_R
91,indoor_098.jpg,urban_037.jpg,none,none,img_right,baseline_indoor-urban_R
92,nature_047.jpg,urban_071.jpg,background,dominant,img_right,background_dominant_R
93,indoor_090.jpg,nature_018.jpg,form,symmetrical,img_right,form_symmetrical_R
94,nature_022.jpg,urban_023.jpg,none,none,img_left,baseline_nature-urban_L
95,nature_029.jpg,urban_002.jpg,background,contrary,img_right,background_contrary_R
96,nature_095.jpg,urban_056.jpg,form,asymmetrical,img_right,form_asymmetrical_R
97,indoor_093.jpg,urban_066.jpg,background,dominant,img_left,background_dominant_L
98,indoor_085.jpg,nature_079.jpg,form,symmetrical,img_right,form_symmetrical_R
99,indoor_032.jpg,nature_033.jpg,size,small,img_right,size_small_R
100,indoor_015.jpg,urban_035.jpg,none,none,img_left,baseline_indoor-urban_L
101,nature_055.jpg,urban_026.jpg,form,asymmetrical,img_left,form_asymmetrical_L
102,indoor_023.jpg,nature_063.jpg,form,asymmetrical,img_left,form_asymmetrical_L
103,nature_014.jpg,urban_086.jpg,size,big,img_left,size_big_L
104,indoor_063.jpg,nature_021.jpg,none,none,img_right,baseline_indoor-nature_R
105,indoor_036.jpg,urban_058.jpg,form,symmetrical,img_left,form_symmetrical_L
106,indoor_061.jpg,nature_078.jpg,form,symmetrical,img_left,form_symmetrical_L
107,indoor_077.jpg,nature_073.jpg,none,none,img_right,baseline_indoor-nature_R
108,indoor_079.jpg,urban_028.jpg,size,big,img_left,size_big_L
109,nature_066.jpg,urban_061.jpg,background,dominant,img_left,background_dominant_L
110,nature_072.jpg,urban_060.jpg,size,big,img_left,size_big_L
111,indoor_069.jpg,nature_031.jpg,size,small,img_left,size_small_L
112,nature_100.jpg,urban_052.jpg,none,none,img_left,baseline_nature-urban_L
113,nature_030.jpg,urban_014.jpg,none,none,img_right,baseline_nature-urban_R
114,indoor_081.jpg,nature_041.jpg,form,symmetrical,img_right,form_symmetrical_R
115,indoor_060.jpg,urban_042.jpg,none,none,img_left,baseline_indoor-urban_L
116,nature_075.jpg,urban_041.jpg,none,none,img_left,baseline_nature-urban_L
117,nature_015.jpg,urban_009.jpg,form,asymmetrical,img_left,form_asymmetrical_L
118,nature_010.jpg,urban_089.jpg,size,big,img_right,size_big_R
119,indoor_018.jpg,urban_033.jpg,size,big,img_right,size_big_R
120,indoor_062.jpg,urban_005.jpg,size,small,img_left,size_small_L
