trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,indoor_004.jpg,nature_036.jpg,none,none,img_right,baseline_indoor-nature_R
2,indoor_060.jpg,urban_055.jpg,background,contrary,img_left,background_contrary_L
3,indoor_007.jpg,urban_078.jpg,size,big,img_left,size_big_L
4,nature_022.jpg,urban_092.jpg,form,symmetrical,img_right,form_symmetrical_R
5,nature_054.jpg,urban_093.jpg,background,dominant,img_right,background_dominant_R
6,indoor_090.jpg,nature_066.jpg,form,symmetrical,img_left,form_symmetrical_L
7,indoor_021.jpg,urban_062.jpg,form,symmetrical,img_right,form_symmetrical_R
8,indoor_087.jpg,urban_075.jpg,background,contrary,img_left,background_contrary_L
9,indoor_017.jpg,nature_074.jpg,form,symmetrical,img_left,form_symmetrical_L
10,indoor_031.jpg,nature_084.jpg,form,asymmetrical,img_right,form_asymmetrical_R
11,nature_053.jpg,urban_008.jpg,size,small,img_left,size_small_L
12,nature_093.jpg,urban_066.jpg,none,none,img_right,baseline_nature-urban_R
13,indoor_100.jpg,nature_039.jpg,form,asymmetrical,img_left,form_asymmetrical_L
14,indoor_047.jpg,urban_058.jpg,none,none,img_right,baseline_indoor-urban_R
15,indoor_027.jpg,urban_090.jpg,background,contrary,img_right,background_contrary_R
16,indoor_043.jpg,urban_096.jpg,form,symmetrical,img_right,form_symmetrical_R
17,nature_069.jpg,urban_019.jpg,size,big,img_left,size_big_L
18,indoor_012.jpg,nature_001.jpg,background,contrary,img_left,background_contrary_L
19,nature_083.jpg,urban_047.jpg,background,contrary,img_right,background_contrary_R
20,nature_049.jpg,urban_098.jpg,form,asymmetrical,img_right,form_asymmetrical_R
21,indoor_082.jpg,nature_076.jpg,size,big,img_left,size_big_L
22,nature_010.jpg,urban_099.jpg,none,none,img_left,baseline_nature-urban_L
23,indoor_055.jpg,urban_048.jpg,none,none,img_right,baseline_indoor-urban_R
24,indoor_063.jpg,urban_024.jpg,size,small,img_right,size_small_R
25,indoor_038.jpg,urban_041.jpg,form,asymmetrical,img_right,form_asymmetrical_R
26,indoor_093.jpg,nature_055.jpg,form,symmetrical,img_left,form_symmetrical_L
27,nature_018.jpg,urban_013.jpg,background,dominant,img_right,background_dominant_R
28,indoor_058.jpg,urban_022.jpg,size,big,img_right,size_big_R
29,indoor_001.jpg,nature_041.jpg,form,symmetrical,img_right,form_symmetrical_R
30,indoor_070.jpg,urban_081.jpg,size,small,img_right,size_small_R
31,nature_057.jpg,urban_021.jpg,size,big,img_left,size_big_L
32,indoor_010.jpg,nature_015.jpg,size,small,img_left,size_small_L
33,indoor_052.jpg,urban_072.jpg,none,none,img_left,baseline_indoor-urban_L
34,nature_021.jpg,urban_007.jpg,size,small,img_left,size_small_L
35,nature_082.jpg,urban_017.jpg,size,small,img_right,size_small_R
36,nature_063.jpg,urban_036.jpg,none,none,img_right,baseline_nature-urban_R
37,indoor_046.jpg,urban_027.jpg,background,contrary,img_right,background_contrary_R
38,nature_028.jpg,urban_026.jpg,form,asymmetrical,img_left,form_asymmetrical_L
39,nature_029.jpg,urban_063.jpg,size,big,img_right,size_big_R
40,indoor_014.jpg,urban_020.jpg,size,small,img_left,size_small_L
41,indoor_020.jpg,urban_085.jpg,background,dominant,img_left,background_dominant_L
42,nature_025.jpg,urban_083.jpg,size,small,img_left,size_small_L
43,indoor_019.jpg,urban_073.jpg,form,asymmetrical,img_right,form_asymmetrical_R
44,indoor_073.jpg,urban_011.jpg,size,big,img_left,size_big_L
45,indoor_083.jpg,nature_087.jpg,form,asymmetrical,img_right,form_asymmetrical_R
46,indoor_035.jpg,urban_089.jpg,none,none,img_right,baseline_indoor-urban_R
47,nature_009.jpg,urban_030.jpg,background,contrary,img_left,background_contrary_L
48,indoor_029.jpg,nature_073.jpg,none,none,img_left,baseline_indoor-nature_L
49,nature_061.jpg,urban_074.jpg,background,contrary,img_left,background_contrary_L
50,indoor_023.jpg,urban_052.jpg,none,none,img_left,baseline_indoor-urban_L
51,indoor_009.jpg,urban_087.jpg,background,dominant,img_right,background_dominant_R
52,indoor_016.jpg,nature_058.jpg,form,symmetrical,img_right,form_symmetrical_R
53,indoor_008.jpg,urban_016.jpg,none,none,img_left,baseline_indoor-urban_L
54,indoor_078.jpg,urban_079.jpg,form,symmetrical,img_right,form_symmetrical_R
55,nature_004.jpg,urban_064.jpg,background,dominant,img_right,background_dominant_R
56,indoor_006.jpg,nature_051.jpg,form,asymmetrical,img_left,form_asymmetrical_L
57,nature_070.jpg,urban_100.jpg,none,none,img_right,baseline_nature-urban_R
58,indoor_013.jpg,urban_039.jpg,background,dominant,img_right,background_dominant_R
59,indoor_051.jpg,nature_091.jpg,size,big,img_left,size_big_L
