trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_019.jpg,indoor_048.jpg,none,none,img_right,baseline_nature-indoor_R
2,urban_042.jpg,nature_092.jpg,none,none,img_right,baseline_urban-nature_R
3,nature_042.jpg,indoor_053.jpg,none,none,img_left,baseline_nature-indoor_L
4,urban_079.jpg,indoor_062.jpg,none,none,img_right,baseline_urban-indoor_R
5,urban_068.jpg,indoor_019.jpg,none,none,img_right,baseline_urban-indoor_R
6,nature_050.jpg,indoor_051.jpg,none,none,img_right,baseline_nature-indoor_R
7,urban_032.jpg,indoor_094.jpg,none,none,img_left,baseline_urban-indoor_L
8,nature_063.jpg,indoor_083.jpg,none,none,img_left,baseline_nature-indoor_L
9,nature_074.jpg,indoor_089.jpg,none,none,img_left,baseline_nature-indoor_L
10,urban_010.jpg,indoor_022.jpg,none,none,img_left,baseline_urban-indoor_L
11,urban_008.jpg,indoor_098.jpg,none,none,img_right,baseline_urban-indoor_R
12,urban_067.jpg,indoor_091.jpg,none,none,img_left,baseline_urban-indoor_L
13,urban_033.jpg,nature_025.jpg,none,none,img_right,baseline_urban-nature_R
14,urban_031.jpg,indoor_085.jpg,none,none,img_right,baseline_urban-indoor_R
15,urban_056.jpg,indoor_059.jpg,none,none,img_right,baseline_urban-indoor_R
16,urban_095.jpg,nature_029.jpg,none,none,img_right,baseline_urban-nature_R
17,nature_017.jpg,indoor_031.jpg,none,none,img_left,baseline_nature-indoor_L
18,nature_009.jpg,indoor_033.jpg,none,none,img_right,baseline_nature-indoor_R
19,urban_084.jpg,nature_075.jpg,none,none,img_left,baseline_urban-nature_L
20,urban_022.jpg,nature_047.jpg,none,none,img_right,baseline_urban-nature_R
21,nature_012.jpg,indoor_035.jpg,none,none,img_left,baseline_nature-indoor_L
22,urban_021.jpg,nature_008.jpg,none,none,img_left,baseline_urban-nature_L
23,urban_061.jpg,nature_095.jpg,none,none,img_right,baseline_urban-nature_R
24,urban_075.jpg,indoor_074.jpg,none,none,img_left,baseline_urban-indoor_L
25,urban_058.jpg,nature_032.jpg,background,contrary,img_left,background_contrary_L
26,urban_016.jpg,indoor_057.jpg,form,symmetrical,img_left,form_symmetrical_L
27,urban_001.jpg,indoor_013.jpg,background,contrary,img_left,background_contrary_L
28,nature_059.jpg,indoor_006.jpg,size,big,img_right,size_big_R
29,urban_078.jpg,indoor_039.jpg,background,contrary,img_left,background_contrary_L
30,nature_078.jpg,indoor_032.jpg,size,big,img_right,size_big_R
31,urban_080.jpg,indoor_007.jpg,background,contrary,img_right,background_contrary_R
32,urban_062.jpg,nature_051.jpg,size,small,img_left,size_small_L
33,nature_045.jpg,indoor_067.jpg,background,dominant,img_right,background_dominant_R
34,urban_043.jpg,indoor_037.jpg,size,big,img_right,size_big_R
35,urban_070.jpg,nature_040.jpg,background,contrary,img_left,background_contrary_L
36,urban_054.jpg,nature_096.jpg,size,big,img_right,size_big_R
37,nature_046.jpg,indoor_090.jpg,size,small,img_left,size_small_L
38,nature_060.jpg,indoor_028.jpg,background,contrary,img_right,background_contrary_R
39,urban_094.jpg,indoor_045.jpg,form,symmetrical,img_right,form_symmetrical_R
40,nature_058.jpg,indoor_087.jpg,size,big,img_right,size_big_R
41,urban_089.jpg,indoor_002.jpg,form,asymmetrical,img_right,form_asymmetrical_R
42,nature_024.jpg,indoor_092.jpg,form,symmetrical,img_left,form_symmetrical_L
43,urban_069.jpg,indoor_072.jpg,background,contrary,img_left,background_contrary_L
44,urban_055.jpg,indoor_025.jpg,size,small,img_left,size_small_L
45,nature_057.jpg,indoor_014.jpg,background,contrary,img_right,background_contrary_R
46,urban_037.jpg,indoor_050.jpg,background,dominant,img_left,background_dominant_L
