trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,urban_093.jpg,nature_027.jpg,background,dominant,img_right,background_dominant_R
2,nature_099.jpg,indoor_008.jpg,size,small,img_left,size_small_L
3,nature_065.jpg,indoor_083.jpg,none,none,img_left,baseline_nature-indoor_L
4,urban_100.jpg,indoor_004.jpg,none,none,img_right,baseline_urban-indoor_R
5,nature_010.jpg,indoor_074.jpg,form,symmetrical,img_left,form_symmetrical_L
6,urban_026.jpg,indoor_010.jpg,form,symmetrical,img_left,form_symmetrical_L
7,urban_094.jpg,nature_055.jpg,size,small,img_right,size_small_R
8,urban_080.jpg,indoor_060.jpg,form,asymmetrical,img_right,form_asymmetrical_R
9,nature_028.jpg,indoor_081.jpg,size,big,img_left,size_big_L
10,urban_004.jpg,indoor_012.jpg,size,big,img_right,size_big_R
11,urban_052.jpg,nature_056.jpg,form,asymmetrical,img_left,form_asymmetrical_L
12,urban_064.jpg,nature_008.jpg,size,big,img_left,size_big_L
13,nature_043.jpg,indoor_072.jpg,form,asymmetrical,img_left,form_asymmetrical_L
14,nature_052.jpg,indoor_065.jpg,background,dominant,img_left,background_dominant_L
15,nature_063.jpg,indoor_055.jpg,size,small,img_right,size_small_R
16,urban_005.jpg,indoor_068.jpg,background,dominant,img_right,background_dominant_R
17,urban_097.jpg,indoor_002.jpg,none,none,img_right,baseline_urban-indoor_R
18,urban_047.jpg,indoor_082.jpg,size,small,img_left,size_small_L
19,urban_012.jpg,nature_032.jpg,form,symmetrical,img_right,form_symmetrical_R
20,urban_039.jpg,indoor_080.jpg,size,big,img_right,size_big_R
21,urban_072.jpg,nature_036.jpg,form,symmetrical,img_right,form_symmetrical_R
22,urban_065.jpg,indoor_040.jpg,size,big,img_right,size_big_R
23,nature_097.jpg,indoor_015.jpg,size,small,img_left,size_small_L
24,nature_048.jpg,indoor_086.jpg,none,none,img_right,baseline_nature-indoor_R
25,urban_045.jpg,indoor_027.jpg,background,contrary,img_left,background_contrary_L
26,urban_006.jpg,nature_019.jpg,none,none,img_right,baseline_urban-nature_R
27,nature_030.jpg,indoor_061.jpg,size,small,img_right,size_small_R
28,nature_098.jpg,indoor_039.jpg,form,symmetrical,img_left,form_symmetrical_L
29,urban_060.jpg,indoor_034.jpg,none,none,img_right,baseline_urban-indoor_R
30,urban_034.jpg,nature_073.jpg,background,dominant,img_right,background_dominant_R
31,urban_007.jpg,nature_076.jpg,none,none,img_left,baseline_urban-nature_L
32,urban_021.jpg,nature_023.jpg,background,dominant,img_left,background_dominant_L
33,urban_017.jpg,nature_026.jpg,form,asymmetrical,img_right,form_asymmetrical_R
