trial_number,img_left,img_right,attribute,value,target_image,cb_index
1,nature_060.jpg,indoor_089.jpg,background,contrary,img_right,background_contrary_R
2,urban_082.jpg,nature_061.jpg,background,dominant,img_left,background_dominant_L
3,urban_058.jpg,nature_029.jpg,none,none,img_right,baseline_urban-nature_R
4,urban_003.jpg,indoor_007.jpg,form,symmetrical,img_right,form_symmetrical_R
5,nature_075.jpg,indoor_085.jpg,form,asymmetrical,img_right,form_asymmetrical_R
6,nature_058.jpg,indoor_027.jpg,background,dominant,img_left,background_dominant_L
7,nature_053.jpg,indoor_048.jpg,none,none,img_right,baseline_nature-indoor_R
8,urban_049.jpg,nature_071.jpg,none,none,img_right,baseline_urban-nature_R
9,nature_030.jpg,indoor_005.jpg,form,asymmetrical,img_left,form_asymmetrical_L
10,urban_010.jpg,indoor_044.jpg,background,dominant,img_left,background_dominant_L
11,urban_048.jpg,nature_021.jpg,none,none,img_left,baseline_urban-nature_L
12,nature_055.jpg,indoor_090.jpg,background,dominant,img_right,background_dominant_R
13,urban_053.jpg,indoor_022.jpg,none,none,img_right,baseline_urban-indoor_R
14,urban_065.jpg,nature_040.jpg,none,none,img_left,baseline_urban-nature_L
15,nature_099.jpg,indoor_098.jpg,size,small,img_left,size_small_L
16,nature_023.jpg,indoor_001.jpg,background,contrary,img_left,background_contrary_L
17,urban_050.jpg,nature_090.jpg,size,small,img_right,size_small_R
18,urban_057.jpg,indoor_061.jpg,background,dominant,img_left,background_dominant_L
19,urban_025.jpg,nature_037.jpg,size,big,img_left,size_big_L
20,urban_081.jpg,nature_009.jpg,size,big,img_left,size_big_L
21,urban_043.jpg,nature_003.jpg,form,symmetrical,img_right,form_symmetrical_R
22,nature_078.jpg,indoor_045.jpg,form,asymmetrical,img_right,form_asymmetrical_R
23,urban_077.jpg,indoor_054.jpg,form,symmetrical,img_left,form_symmetrical_L
24,nature_067.jpg,indoor_010.jpg,size,big,img_right,size_big_R
25,nature_059.jpg,indoor_008.jpg,background,dominant,img_left,background_dominant_L
26,urban_021.jpg,nature_096.jpg,background,dominant,img_left,background_dominant_L
27,urban_066.jpg,indoor_018.jpg,background,dominant,img_right,background_dominant_R
